Date,State,Infected,Recovered,Death
12/9/2020,Goa,23445,18065,276
13-09-2020,Goa,24185,18576,286
14-09-2020,Goa,24592,19129,290
15-09-2020,Goa,24898,19648,304
16-09-2020,Goa,25511,20094,315
17-09-2020,Goa,26139,20445,319
18-09-2020,Goa,26783,20844,327
19-09-2020,Goa,27379,21314,335
20-09-2020,Goa,28022,21760,342
21-09-2020,Goa,28429,22297,351
22-09-2020,Goa,28753,22726,360
23-09-2020,Goa,29343,23462,368
24-09-2020,Goa,29879,23857,376
25-09-2020,Goa,30552,24347,383
26-09-2020,Goa,31071,25071,386
27-09-2020,Goa,31574,25759,391
28-09-2020,Goa,31958,26460,401
29-09-2020,Goa,32396,27072,407
30-09-2020,Goa,32777,27781,419
1/10/2020,Goa,33418,28125,428
2/10/2020,Goa,33942,28525,440
3/10/2020,Goa,34455,29004,442
4/10/2020,Goa,34900,29527,450
5/10/2020,Goa,35328,30033,456
6/10/2020,Goa,35719,30456,460
7/10/2020,Goa,36238,31050,468
8/10/2020,Goa,36670,31444,477
9/10/2020,Goa,37102,31902,484
10/10/2020,Goa,37591,32317,491
11/10/2020,Goa,37934,32777,499
12/10/2020,Goa,38366,33203,507
13-10-2020,Goa,38674,33698,511
14-10-2020,Goa,39082,34252,514
15-10-2020,Goa,39438,34731,519
16-10-2020,Goa,39770,35161,525
17-10-2020,Goa,40091,35610,531
18-10-2020,Goa,40400,36035,538
19-10-2020,Goa,40587,36395,544
20-10-2020,Goa,40746,36914,549
21-10-2020,Goa,41031,37275,555
22-10-2020,Goa,41339,37683,557
23-10-2020,Goa,41586,38031,564
24-10-2020,Goa,41813,38421,568
25-10-2020,Goa,42031,38769,570
26-10-2020,Goa,42242,39090,576
27-10-2020,Goa,42532,39433,582
28-10-2020,Goa,42747,39778,585
29-10-2020,Goa,42968,39974,592
30-10-2020,Goa,43201,40168,597
31-10-2020,Goa,43416,40409,602
1/11/2020,Goa,43626,40678,604
2/11/2020,Goa,43768,40915,609
3/11/2020,Goa,43954,41123,616
4/11/2020,Goa,44189,41362,618
5/11/2020,Goa,44372,41611,626
6/11/2020,Goa,44544,41849,630
7/11/2020,Goa,44747,42056,633
8/11/2020,Goa,44916,42239,641
9/11/2020,Goa,45065,42446,643
10/11/2020,Goa,45209,42678,647
11/11/2020,Goa,45389,42877,651
12/11/2020,Goa,45498,43029,656
13-11-2020,Goa,45605,43221,656
14-11-2020,Goa,45761,43388,658
15-11-2020,Goa,45845,43533,659
16-11-2020,Goa,45903,43656,662
17-11-2020,Goa,46028,43941,663
18-11-2020,Goa,46182,44132,667
19-11-2020,Goa,46344,44310,670
20-11-2020,Goa,46480,44467,670
21-11-2020,Goa,46632,44665,672
22-11-2020,Goa,46748,44812,675
23-11-2020,Goa,46826,44979,677
24-11-2020,Goa,46901,45083,677
25-11-2020,Goa,47068,45168,679
26-11-2020,Goa,47193,45229,683
27-11-2020,Goa,47341,45340,685
28-11-2020,Goa,47491,45492,686
29-11-2020,Goa,47689,45655,686
30-11-2020,Goa,47804,45790,687
1/12/2020,Goa,47963,45940,688
2/12/2020,Goa,48124,46068,690
3/12/2020,Goa,48241,46132,693
4/12/2020,Goa,48365,46251,696
5/12/2020,Goa,48459,46375,696
6/12/2020,Goa,48574,46493,697
7/12/2020,Goa,48686,46624,698
8/12/2020,Goa,48776,46778,701
9/12/2020,Goa,48935,46924,701
10/12/2020,Goa,49036,47056,703
11/12/2020,Goa,49131,47215,703
12/12/2020,Goa,49235,47345,703
13-12-2020,Goa,49305,47489,705
14-12-2020,Goa,49362,47590,706
15-12-2020,Goa,49474,47737,707
16-12-2020,Goa,49566,47861,710
17-12-2020,Goa,49657,47965,713
18-12-2020,Goa,49745,48054,716
19-12-2020,Goa,49849,48170,718
20-12-2020,Goa,49976,48280,718
21-12-2020,Goa,50064,48371,721
22-12-2020,Goa,50143,48479,723
23-12-2020,Goa,50239,48567,725
24-12-2020,Goa,50364,48637,727
25-12-2020,Goa,50454,48725,728
26-12-2020,Goa,50534,48826,728
27-12-2020,Goa,50595,48913,731
28-12-2020,Goa,50667,48992,731
29-12-2020,Goa,50772,49083,734
30-12-2020,Goa,50884,49199,735
31-12-2020,Goa,50981,49313,737
1/1/2021,Goa,51066,49388,739
2/1/2021,Goa,51135,49466,739
3/1/2021,Goa,51230,49570,739
4/1/2021,Goa,51295,49653,741
5/1/2021,Goa,51335,49741,743
6/1/2021,Goa,51415,49811,744
7/1/2021,Goa,51507,49893,744
8/1/2021,Goa,51626,49983,744
9/1/2021,Goa,51709,50088,744
10/1/2021,Goa,51790,50177,746
11/1/2021,Goa,51856,50277,747
12/1/2021,Goa,51891,50343,749
13-01-2021,Goa,51983,50437,749
14-01-2021,Goa,52079,50515,750
15-01-2021,Goa,52182,50582,752
16-01-2021,Goa,52262,50643,753
17-01-2021,Goa,52345,50712,756
18-01-2021,Goa,52405,50771,756
19-01-2021,Goa,52458,50837,756
20-01-2021,Goa,52570,50952,756
21-01-2021,Goa,52657,51036,756
22-01-2021,Goa,52712,51090,757
23-01-2021,Goa,52782,51170,758
24-01-2021,Goa,52867,51233,761
25-01-2021,Goa,52920,51335,761
26-01-2021,Goa,52977,51448,762
27-01-2021,Goa,53047,51510,763
28-01-2021,Goa,53100,51600,763
29-01-2021,Goa,53185,51652,765
30-01-2021,Goa,53263,51755,766
31-01-2021,Goa,53356,51831,766
1/2/2021,Goa,53409,51891,768
2/2/2021,Goa,53469,51977,768
3/2/2021,Goa,53575,52039,768
4/2/2021,Goa,53638,52109,768
5/2/2021,Goa,53717,52165,770
6/2/2021,Goa,53773,52243,770
7/2/2021,Goa,53838,52299,770
8/2/2021,Goa,53880,52347,772
9/2/2021,Goa,53937,52432,772
10/2/2021,Goa,53996,52530,774
11/2/2021,Goa,54068,52594,776
12/2/2021,Goa,54113,52653,776
13-02-2021,Goa,54152,52780,777
14-02-2021,Goa,54193,52831,778
15-02-2021,Goa,54235,52910,779
16-02-2021,Goa,54275,52969,781
17-02-2021,Goa,54323,53035,784
18-02-2021,Goa,54369,53074,786
19-02-2021,Goa,54421,53125,786
20-02-2021,Goa,54466,53181,787
21-02-2021,Goa,54523,53243,787
22-02-2021,Goa,54562,53287,787
23-02-2021,Goa,54591,53340,787
24-02-2021,Goa,54648,53381,788
25-02-2021,Goa,54700,53416,789
26-02-2021,Goa,54771,53449,791
27-02-2021,Goa,54871,53490,794
28-02-2021,Goa,54932,53540,794
1/3/2021,Goa,54986,53585,795
2/3/2021,Goa,55026,53647,796
3/3/2021,Goa,55073,53695,796
4/3/2021,Goa,55143,53737,796
5/3/2021,Goa,55212,53775,798
6/3/2021,Goa,55291,53817,799
7/3/2021,Goa,55361,53862,799
8/3/2021,Goa,55409,53922,799
9/3/2021,Goa,55463,54032,799
10/3/2021,Goa,55538,54073,802
11/3/2021,Goa,55538,54073,802
12/3/2021,Goa,55607,54130,802
13-03-2021,Goa,55758,54209,804
14-03-2021,Goa,55851,54279,805
15-03-2021,Goa,55917,54362,806
16-03-2021,Goa,56006,54424,807
17-03-2021,Goa,56100,54497,811
18-03-2021,Goa,56173,54556,812
19-03-2021,Goa,56271,54597,813
20-03-2021,Goa,56371,54657,815
21-03-2021,Goa,56525,54713,815
22-03-2021,Goa,56623,54792,818
23-03-2021,Goa,56708,54873,818
24-03-2021,Goa,56841,54931,821
25-03-2021,Goa,56981,55004,821
26-03-2021,Goa,57170,55070,822
27-03-2021,Goa,57283,55181,823
28-03-2021,Goa,57453,55250,824
29-03-2021,Goa,57584,55354,826
30-03-2021,Goa,57712,55455,828
31-03-2021,Goa,57839,55591,829
1/4/2021,Goa,58039,55653,830
2/4/2021,Goa,58304,55757,831
3/4/2021,Goa,58584,55838,832
4/4/2021,Goa,58803,55989,834
5/4/2021,Goa,59068,56156,835
6/4/2021,Goa,59315,56298,837
7/4/2021,Goa,59702,56393,838
8/4/2021,Goa,60229,56531,840
9/4/2021,Goa,60811,56638,842
10/4/2021,Goa,61239,56797,845
11/4/2021,Goa,61779,56964,846
12/4/2021,Goa,62304,57134,848
13-04-2021,Goa,62780,57365,850
14-04-2021,Goa,63342,57601,853
15-04-2021,Goa,63815,57846,857
16-04-2021,Goa,64572,58028,862
17-04-2021,Goa,65499,58310,868
18-04-2021,Goa,66261,58746,872
19-04-2021,Goa,67212,59277,883
20-04-2021,Goa,68152,59705,900
21-04-2021,Goa,69312,60145,926
22-04-2021,Goa,70814,60571,943
23-04-2021,Goa,72224,61032,964
24-04-2021,Goa,73644,61628,976
25-04-2021,Goa,75184,62113,993
26-04-2021,Goa,77477,62771,1017
27-04-2021,Goa,79798,63483,1055
28-04-2021,Goa,81908,64231,1086
29-04-2021,Goa,85009,65070,1110
30-04-2021,Goa,88028,65984,1146
1/5/2021,Goa,91052,66939,1168
2/5/2021,Goa,93355,68249,1222
3/5/2021,Goa,95385,69504,1274
4/5/2021,Goa,98088,70929,1320
5/5/2021,Goa,100902,72799,1372
6/5/2021,Goa,104398,74991,1443
7/5/2021,Goa,108267,77014,1501
8/5/2021,Goa,112462,79189,1557
9/5/2021,Goa,116213,82214,1612
10/5/2021,Goa,118846,85292,1679
11/5/2021,Goa,121650,87659,1729
12/5/2021,Goa,124774,90134,1804
13-05-2021,Goa,127639,92974,1874
14-05-2021,Goa,130130,95240,1937
15-05-2021,Goa,132585,98200,1998
16-05-2021,Goa,134542,101712,2056
17-05-2021,Goa,135856,105505,2099
18-05-2021,Goa,137418,109513,2152
19-05-2021,Goa,138776,112633,2197
20-05-2021,Goa,139985,114793,2228
21-05-2021,Goa,141567,118487,2272
22-05-2021,Goa,143192,121562,2302
23-05-2021,Goa,144839,124255,2341
24-05-2021,Goa,146460,126800,2383
25-05-2021,Goa,147861,129162,2421
26-05-2021,Goa,149410,131244,2460
27-05-2021,Goa,150897,132607,2499
28-05-2021,Goa,152401,134164,2538
29-05-2021,Goa,153456,135560,2570
30-05-2021,Goa,154419,136766,2597
31-05-2021,Goa,155064,138429,2625
1/6/2021,Goa,155666,140254,2649
2/6/2021,Goa,156569,142031,2671
3/6/2021,Goa,157275,143742,2693
4/6/2021,Goa,157847,145437,2710
5/6/2021,Goa,158423,146597,2727
6/6/2021,Goa,158990,148030,2744
7/6/2021,Goa,159393,149479,2760
8/6/2021,Goa,159811,150574,2840
9/6/2021,Goa,160284,151526,2859
10/6/2021,Goa,160740,152073,2877
11/6/2021,Goa,161153,152657,2891
12/6/2021,Goa,161576,153476,2899
13-06-2021,Goa,162048,154077,2914
14-06-2021,Goa,162468,154658,2928
15-06-2021,Goa,162721,155378,2937
16-06-2021,Goa,163048,155926,2947
17-06-2021,Goa,163358,156354,2960
18-06-2021,Goa,163612,156819,2969
19-06-2021,Goa,163927,157353,2975
20-06-2021,Goa,164229,157772,2984
21-06-2021,Goa,164436,158178,2990
22-06-2021,Goa,164654,158591,2997
23-06-2021,Goa,164957,159029,3008
24-06-2021,Goa,165197,159419,3013
25-06-2021,Goa,165426,159677,3022
26-06-2021,Goa,165648,159954,3027
27-06-2021,Goa,165883,160247,3032
28-06-2021,Goa,166098,160548,3039
29-06-2021,Goa,166236,160874,3046
30-06-2021,Goa,166449,161160,3048
1/7/2021,Goa,166689,161361,3054
2/7/2021,Goa,166920,161582,3060
3/7/2021,Goa,167103,161867,3062
4/7/2021,Goa,167272,162074,3069
5/7/2021,Goa,167436,162276,3073
6/7/2021,Goa,167566,162557,3075
7/7/2021,Goa,167823,162787,3079
8/7/2021,Goa,168015,162983,3082
9/7/2021,Goa,168210,163159,3086
10/7/2021,Goa,168430,163347,3088
11/7/2021,Goa,168585,163530,3095
12/7/2021,Goa,168716,163771,3097
13-07-2021,Goa,168824,163957,3097
14-07-2021,Goa,168988,164155,3101
15-07-2021,Goa,169215,164326,3101
16-07-2021,Goa,169341,164460,3102
17-07-2021,Goa,169461,164696,3106
18-07-2021,Goa,169620,164848,3109
19-07-2021,Goa,169740,165067,3111
20-07-2021,Goa,169839,165292,3111
21-07-2021,Goa,169971,165449,3113
22-07-2021,Goa,170102,165571,3118
23-07-2021,Goa,170199,165700,3123
24-07-2021,Goa,170272,165839,3126
25-07-2021,Goa,170416,166052,3126
26-07-2021,Goa,170491,166201,3132
27-07-2021,Goa,170581,166308,3136
28-07-2021,Goa,170729,166459,3140
29-07-2021,Goa,170810,166586,3142
30-07-2021,Goa,170900,166679,3144
31-07-2021,Goa,171052,166813,3146
1/8/2021,Goa,171146,166941,3147
2/8/2021,Goa,171205,167046,3148
3/8/2021,Goa,171295,167118,3150
4/8/2021,Goa,171396,167245,3152
5/8/2021,Goa,171506,167335,3153
6/8/2021,Goa,171608,167423,3156
7/8/2021,Goa,171705,167556,3157
8/8/2021,Goa,171814,167649,3159
9/8/2021,Goa,171883,167736,3160
10/8/2021,Goa,171944,167884,3164
11/8/2021,Goa,172085,167978,3164
12/8/2021,Goa,172188,168041,3164
13-08-2021,Goa,172276,168117,3166
14-08-2021,Goa,172343,168218,3168
15-08-2021,Goa,172431,168338,3168
16-08-2021,Goa,172506,168423,3171
17-08-2021,Goa,172568,168519,3176
18-08-2021,Goa,172683,168622,3177
19-08-2021,Goa,172763,168705,3178
20-08-2021,Goa,172846,168764,3180
21-08-2021,Goa,172966,168878,3182
22-08-2021,Goa,173088,168989,3184
23-08-2021,Goa,173164,169080,3185
24-08-2021,Goa,173221,169160,3186
25-08-2021,Goa,173357,169239,3186
26-08-2021,Goa,173434,169314,3187
27-08-2021,Goa,173526,169385,3191
28-08-2021,Goa,173606,169480,3191
29-08-2021,Goa,173717,169572,3193
30-08-2021,Goa,173791,169651,3195
31-08-2021,Goa,173850,169769,3198
1/9/2021,Goa,173955,169877,3201
2/9/2021,Goa,174050,169959,3202
3/9/2021,Goa,174146,170031,3202
4/9/2021,Goa,174250,170151,3203
5/9/2021,Goa,174347,170222,3203
6/9/2021,Goa,174419,170311,3208
7/9/2021,Goa,174486,170391,3210
8/9/2021,Goa,174560,170496,3210
9/9/2021,Goa,174646,170578,3212
10/9/2021,Goa,174725,170635,3212
11/9/2021,Goa,174770,170716,3214
12/9/2021,Goa,174799,170808,3216
13-09-2021,Goa,174837,170882,3217
14-09-2021,Goa,174891,170972,3217
15-09-2021,Goa,175000,171064,3219
16-09-2021,Goa,175088,171099,3289
17-09-2021,Goa,175088,171099,3289
18-09-2021,Goa,175183,171195,3289
19-09-2021,Goa,175414,171351,3292
20-09-2021,Goa,175498,171430,3294
21-09-2021,Goa,175583,171478,3295
22-09-2021,Goa,175690,171507,3297
23-09-2021,Goa,175792,171545,3297
24-09-2021,Goa,175872,171599,3297
25-09-2021,Goa,175956,171692,3299
26-09-2021,Goa,176021,171776,3299
27-09-2021,Goa,176095,171874,3303
28-09-2021,Goa,176145,171980,3303
29-09-2021,Goa,176235,172094,3308
30-09-2021,Goa,176318,172176,3312
1/10/2021,Goa,176431,172261,3314
2/10/2021,Goa,176515,172360,3317
3/10/2021,Goa,176594,172463,3317
4/10/2021,Goa,176638,172548,3317
5/10/2021,Goa,176681,172632,3320
6/10/2021,Goa,176767,172698,3322
7/10/2021,Goa,176864,172770,3322
8/10/2021,Goa,176924,172822,3323
9/10/2021,Goa,176980,172907,3325
10/10/2021,Goa,177040,172981,3326
11/10/2021,Goa,177113,173074,3329
12/10/2021,Goa,177148,173171,3330
13-10-2021,Goa,177228,173252,3330
14-10-2021,Goa,177288,173303,3333
15-10-2021,Goa,177356,173342,3335
16-10-2021,Goa,177410,173423,3339
17-10-2021,Goa,177462,173510,3342
18-10-2021,Goa,177522,173572,3346
19-10-2021,Goa,177579,173629,3350
20-10-2021,Goa,177659,173685,3354
21-10-2021,Goa,177706,173755,3354
22-10-2021,Goa,177765,173790,3357
23-10-2021,Goa,177819,173862,3357
24-10-2021,Goa,177852,173920,3358
25-10-2021,Goa,177886,173983,3358
26-10-2021,Goa,177915,174042,3358
27-10-2021,Goa,177946,174101,3362
28-10-2021,Goa,177969,174152,3363
29-10-2021,Goa,178016,174216,3363
30-10-2021,Goa,178063,174289,3363
31-10-2021,Goa,178085,174339,3364
1/11/2021,Goa,178108,174392,3364
2/11/2021,Goa,178121,174447,3364
3/11/2021,Goa,178166,174485,3366
4/11/2021,Goa,178204,174518,3366
5/11/2021,Goa,178245,174542,3366
6/11/2021,Goa,178260,174578,3366
7/11/2021,Goa,178281,174601,3367
8/11/2021,Goa,178312,174644,3368
9/11/2021,Goa,178342,174686,3370
10/11/2021,Goa,178367,174712,3370
11/11/2021,Goa,178399,174734,3371
12/11/2021,Goa,178422,174753,3371
13-11-2021,Goa,178445,174794,3372
14-11-2021,Goa,178467,174830,3374
15-11-2021,Goa,178485,174870,3374
16-11-2021,Goa,178510,174885,3375
17-11-2021,Goa,178533,174905,3376
18-11-2021,Goa,178569,174934,3376
19-11-2021,Goa,178594,174965,3377
20-11-2021,Goa,178614,174989,3377
21-11-2021,Goa,178645,175022,3377
22-11-2021,Goa,178661,175048,3378
23-11-2021,Goa,178677,175068,3378
24-11-2021,Goa,178709,175087,3378
25-11-2021,Goa,178731,175107,3378
26-11-2021,Goa,178765,175130,3380
27-11-2021,Goa,178799,175152,3381
28-11-2021,Goa,178839,175183,3381
29-11-2021,Goa,178866,175211,3382
30-11-2021,Goa,178890,175230,3384
1/12/2021,Goa,178928,175260,3384
2/12/2021,Goa,178990,175279,3384
3/12/2021,Goa,179046,175295,3384
4/12/2021,Goa,179088,175323,3385
5/12/2021,Goa,179125,175344,3387
6/12/2021,Goa,179174,175375,3387
7/12/2021,Goa,179209,175409,3387
8/12/2021,Goa,179242,175450,3388
9/12/2021,Goa,179307,175478,3388
10/12/2021,Goa,179338,175408,3482
11/12/2021,Goa,179375,175443,3482
12/12/2021,Goa,179419,175501,3482
13-12-2021,Goa,179454,175561,3482
14-12-2021,Goa,179469,175605,3482
15-12-2021,Goa,179513,175641,3482
16-12-2021,Goa,179565,175692,3482
17-12-2021,Goa,179601,175724,3485
18-12-2021,Goa,179651,175757,3485
19-12-2021,Goa,179694,175820,3485
20-12-2021,Goa,179742,175851,3485
21-12-2021,Goa,179769,175888,3485
22-12-2021,Goa,179801,175898,3515
23-12-2021,Goa,179844,175934,3518
24-12-2021,Goa,179898,175951,3518
25-12-2021,Goa,179965,175994,3518
26-12-2021,Goa,180025,176045,3519
27-12-2021,Goa,180050,176082,3519
28-12-2021,Goa,180117,176133,3519
29-12-2021,Goa,180229,176174,3520
30-12-2021,Goa,180399,176222,3520
31-12-2021,Goa,180660,176283,3521
1/1/2022,Goa,180872,176304,3522
2/1/2022,Goa,181182,176322,3522
3/1/2022,Goa,181570,176376,3523
4/1/2022,Goa,182201,176438,3523
5/1/2022,Goa,182793,176505,3525
6/1/2022,Goa,183795,176551,3526
7/1/2022,Goa,184766,176625,3528
8/1/2022,Goa,186198,176737,3530
9/1/2022,Goa,187987,176907,3531
10/1/2022,Goa,189909,177168,3532
11/1/2022,Goa,191501,177829,3533
12/1/2022,Goa,193977,178421,3537
13-01-2022,Goa,197096,179423,3539
14-01-2022,Goa,200824,180394,3543
15-01-2022,Goa,203969,181826,3546
16-01-2022,Goa,207243,183615,3550
17-01-2022,Goa,210475,185537,3557
18-01-2022,Goa,212649,187129,3563
19-01-2022,Goa,215171,189605,3569
20-01-2022,Goa,219107,192724,3576
21-01-2022,Goa,222497,196452,3585
22-01-2022,Goa,225165,199597,3594
23-01-2022,Goa,227856,202871,3602
24-01-2022,Goa,229438,206103,3610
25-01-2022,Goa,230825,208277,3615
26-01-2022,Goa,232619,210799,3623
27-01-2022,Goa,234084,214735,3630
28-01-2022,Goa,235039,218125,3645
29-01-2022,Goa,236361,220793,3665
30-01-2022,Goa,237580,223484,3675
31-01-2022,Goa,238406,225066,3682
1/2/2022,Goa,238906,226453,3693
2/2/2022,Goa,239816,228247,3699
3/2/2022,Goa,240471,229712,3708
4/2/2022,Goa,241089,230667,3717
5/2/2022,Goa,241684,231989,3727
6/2/2022,Goa,242156,233208,3733
7/2/2022,Goa,242438,234034,3740
8/2/2022,Goa,242659,234534,3748
9/2/2022,Goa,243128,235444,3754
10/2/2022,Goa,243387,236099,3760
11/2/2022,Goa,243683,236717,3764
12/2/2022,Goa,243884,237312,3768
13-02-2022,Goa,244041,237784,3769
14-02-2022,Goa,244172,238066,3773
15-02-2022,Goa,244202,238287,3774
16-02-2022,Goa,244287,238756,3777
17-02-2022,Goa,244405,239015,3782
18-02-2022,Goa,244508,239496,3785
19-02-2022,Goa,244603,240008,3788
20-02-2022,Goa,244673,240207,3789
21-02-2022,Goa,244713,240351,3792
22-02-2022,Goa,244762,240391,3792
23-02-2022,Goa,244817,240489,3795
24-02-2022,Goa,244861,240607,3797
25-02-2022,Goa,244906,240701,3798
26-02-2022,Goa,244938,240791,3800
27-02-2022,Goa,244981,240859,3800
28-02-2022,Goa,245001,240899,3801
1/3/2022,Goa,245019,240927,3821
2/3/2022,Goa,245040,240981,3822
3/3/2022,Goa,245056,241022,3825
4/3/2022,Goa,245080,241062,3825
5/3/2022,Goa,245099,241092,3826
6/3/2022,Goa,245109,241134,3827
7/3/2022,Goa,245123,241154,3827
8/3/2022,Goa,245125,241176,3828
9/3/2022,Goa,245143,241197,3829
10/3/2022,Goa,245162,241213,3829
11/3/2022,Goa,245174,241237,3830
12/3/2022,Goa,245187,241256,3830
13-03-2022,Goa,245200,241271,3830
14-03-2022,Goa,245204,241285,3830
15-03-2022,Goa,245211,241287,3830
16-03-2022,Goa,245220,241305,3830
17-03-2022,Goa,245226,241324,3830
18-03-2022,Goa,245239,241336,3830
19-03-2022,Goa,245243,241349,3830
20-03-2022,Goa,245248,241363,3830
21-03-2022,Goa,245253,241367,3830
22-03-2022,Goa,245253,241369,3830
23-03-2022,Goa,245258,241376,3830
24-03-2022,Goa,245265,241385,3830
25-03-2022,Goa,245267,241399,3830
26-03-2022,Goa,245267,241403,3830
27-03-2022,Goa,245276,241409,3830
28-03-2022,Goa,245278,241419,3830
29-03-2022,Goa,245280,241421,3830
30-03-2022,Goa,245285,241428,3830
31-03-2022,Goa,245288,241432,3832
1/4/2022,Goa,245300,241439,3832
2/4/2022,Goa,245307,241441,3832
3/4/2022,Goa,245321,241441,3832
4/4/2022,Goa,245321,241450,3832
5/4/2022,Goa,245325,241452,3832
6/4/2022,Goa,245329,241454,3832
7/4/2022,Goa,245332,241459,3832
8/4/2022,Goa,245334,241462,3832
9/4/2022,Goa,245336,241474,3832
10/4/2022,Goa,245340,241481,3832
11/4/2022,Goa,245344,241495,3832
12/4/2022,Goa,245346,241495,3832
13-04-2022,Goa,245349,241498,3832
14-04-2022,Goa,245350,241500,3832
15-04-2022,Goa,245351,241503,3832
16-04-2022,Goa,245354,241504,3832
17-04-2022,Goa,245357,241506,3832
18-04-2022,Goa,245359,241510,3832
19-04-2022,Goa,245365,241514,3832
20-04-2022,Goa,245367,241516,3832
21-04-2022,Goa,245372,241517,3832
22-04-2022,Goa,245376,241520,3832
23-04-2022,Goa,245377,241522,3832
24-04-2022,Goa,245379,241525,3832
25-04-2022,Goa,245385,241528,3832
26-04-2022,Goa,245388,241530,3832
27-04-2022,Goa,245395,241536,3832
28-04-2022,Goa,245409,241538,3832
29-04-2022,Goa,245415,241540,3832
30-04-2022,Goa,245421,241545,3832
1/5/2022,Goa,245429,241552,3832
2/5/2022,Goa,245433,241556,3832
3/5/2022,Goa,245433,241556,3832
4/5/2022,Goa,245448,241567,3832
5/5/2022,Goa,245448,241567,3832
6/5/2022,Goa,245472,241588,3832
7/5/2022,Goa,245476,241594,3832
8/5/2022,Goa,245488,241600,3832
9/5/2022,Goa,245496,241608,3832
10/5/2022,Goa,245506,241613,3832
11/5/2022,Goa,245517,241618,3832
12/5/2022,Goa,245525,241626,3832
13-05-2022,Goa,245538,241638,3832
14-05-2022,Goa,245548,241649,3832
15-05-2022,Goa,245562,241653,3832
16-05-2022,Goa,245583,241673,3832
17-05-2022,Goa,245595,241683,3832
18-05-2022,Goa,245595,241683,3832
19-05-2022,Goa,245610,241694,3832
20-05-2022,Goa,245625,241702,3832
21-05-2022,Goa,245642,241715,3832
22-05-2022,Goa,245646,241725,3832
23-05-2022,Goa,245652,241739,3832
24-05-2022,Goa,245665,241749,3832
25-05-2022,Goa,245691,241760,3832
26-05-2022,Goa,245702,241772,3832
27-05-2022,Goa,245720,241787,3832
28-05-2022,Goa,245740,241802,3832
29-05-2022,Goa,245752,241819,3832
30-05-2022,Goa,245770,241823,3832
31-05-2022,Goa,245778,241829,3832
1/6/2022,Goa,245807,241842,3832
2/6/2022,Goa,245849,241868,3832
3/6/2022,Goa,245896,241879,3832
4/6/2022,Goa,245946,241897,3832
5/6/2022,Goa,245982,241917,3832
6/6/2022,Goa,246023,241929,3832
7/6/2022,Goa,246053,241947,3832
8/6/2022,Goa,246115,241955,3832
9/6/2022,Goa,246192,241984,3832
10/6/2022,Goa,246259,242026,3832
11/6/2022,Goa,246336,242073,3832
12/6/2022,Goa,246407,242123,3832
13-06-2022,Goa,246464,242159,3832
14-06-2022,Goa,246508,242200,3833
15-06-2022,Goa,246612,242230,3833
16-06-2022,Goa,246694,242292,3833
17-06-2022,Goa,246806,242359,3833
18-06-2022,Goa,246934,242430,3833
19-06-2022,Goa,247073,242507,3833
20-06-2022,Goa,247151,242578,3833
21-06-2022,Goa,247229,242635,3833
22-06-2022,Goa,247364,242739,3833
23-06-2022,Goa,247520,242821,3833
24-06-2022,Goa,247671,242933,3833
25-06-2022,Goa,247820,243061,3833
26-06-2022,Goa,247929,243200,3833
27-06-2022,Goa,248041,243278,3835
28-06-2022,Goa,248171,243413,3835
29-06-2022,Goa,248339,243569,3838
30-06-2022,Goa,248540,243720,3838
1/7/2022,Goa,248724,243869,3838
2/7/2022,Goa,248849,243978,3838
3/7/2022,Goa,249002,244090,3838
4/7/2022,Goa,249095,244220,3838
5/7/2022,Goa,249170,244368,3839
